project,hash,date,fileId,fileName,dok0.004Values,dok0.004PreCommitValues,dok0.004AuthorPreCommit,dok0.004AuthorPostCommit,dok0.004Sum,dok0.004Avg,dok0.004Median,dok0.004Std,dok0.004Min,dok0.004Max,dok0.004PreCommitSum,dok0.004PreCommitAvg,dok0.004PreCommitMedian,dok0.004PreCommitMin,dok0.004PreCommitMax,dok0.004RelativeAvg,dok0.004RelativeMedian,dok0.004RelativeMin,dok0.004RelativeMax,dok0.004FileBusFactor0.2,dok0.004FileBusFactorAuthors0.2,dok0.004ProjectBusFactor0.2,dok0.004ProjectBusFactorAuthors0.2,isBugPresent,isBugfix,isSZZBugIntroducer,isRefactor,totalBugfix,totalRefactors,revision,age,authors,totalAuthors,authorId,totalLoc,locFirst,locLast,locLast-First,deltaTotalAddedToLast,deltaTotalRemovedToLast,deltaTotalReplacedToLast,added,removed,replaced,modified,relativeAdded,relativeRemoved,relativeReplaced,relativeModified,deltaLocToLast,deltaLocToPrev,deltaLocToNext,deltaLocAddedToPrev,deltaLocRemovedToPrev,deltaLocReplacedToPrev,deltaLocModifiedToPrev,deltaLocAddedToNext,deltaLocRemovedToNext,deltaLocReplacedToNext,deltaLocModifiedToNext,180hcpf1,180hcpf2,180fileHcpf,180commitHcpf,180hcm1,180hcm2,180edhcm,180ldhcm,180lgdhcm,90hcpf1,90hcpf2,90fileHcpf,90commitHcpf,90hcm1,90hcm2,90edhcm,90ldhcm,90lgdhcm,riskScore,nrOfFunctions,ccsSum,ccsAvg,ccsMed,ccsMin,ccsMax,ccsStd,isKillCommit,scatterSingleScore,scatterAvg15,scatterSum15,scatterMax15,scatterMed15,scatterTimeAvg,scatterTimeSum,scatterTimeMax,scatterTimeMed,dependencyChanged,dependencyChangedPrev5Commits
yeti,58585fea634553effd4fe0833cfdcb87cb070c4b,1440773918,1462,"Malcom/config/malconf.py","{""0"":0.47902578,""69"":0.01718343,""71"":0.011193001,""72"":0.04179145}","{""0"":0.47476232,""69"":0.017299537,""72"":0.042073816,""71"":0.01126863}",0.4748,0.4790,0.5492,0.1373,0.0295,0.1976,0.0112,0.4790,0.5454,0.1364,0.0297,0.0113,0.4748,0.5492,0.2148,0.0815,3.4889,1,"[0]",2,"[0,72]",false,true,false,false,3,1,28,40363274,4,4,0,278,75,158,83,0,120,0,1,0,3,4,0.0035971224,0.0,0.010791367,0.01438849,-120,-1,-120,-2,0,-6,-8,1,-120,3,-116,0.8011,0.0083,0.7742,0.6168,2.3595,0.0203,1.3358,81.8689,230.8220,0.8032,0.0090,0.8239,0.5346,4.8236,0.0544,1.8939,124.9921,375.4268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,5279694ad9a4fa6c701b374f8168ff9b2f5c8ccf,1443183476,1462,"Malcom/config/malconf.py","{""0"":0.2224096,""69"":0.01106449,""71"":0.01674959,""72"":0.062538154}","{""0"":0.428234,""69"":0.015420978,""72"":0.037355002,""71"":0.01000479}",0.4282,0.2224,0.3128,0.0782,0.0396,0.0856,0.0111,0.2224,0.4910,0.1228,0.0264,0.0100,0.4282,0.3128,0.5070,0.1415,2.8445,1,"[0]",0,"[]",false,false,false,false,3,1,29,42772832,4,4,0,158,75,158,83,0,0,0,0,120,0,120,0.0,0.75949365,0.0,0.75949365,0,120,0,-1,120,-3,116,0,0,0,0,0.6230,0.0035,0.6500,0.3456,2.3595,0.0203,1.3358,81.8689,230.8220,0.5544,0.0027,0.5962,0.2041,4.8236,0.0544,1.8939,124.9921,375.4268,37.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,522.0511,-1.0000,-1.0000,-1.0000,-1.0000,522.0511,522.0511,522.0511,522.0511,false,false
yeti,556a49647b6fe88e7f0b99b312911ea299c9af3a,1383063072,1460,"Malcom/celeryctl.py","{""77"":1.0}","null",null,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,null,null,null,null,null,1.0000,1.0000,1.0000,1.0000,1,"[77]",1,"[77]",false,false,false,false,0,0,0,0,1,1,77,7,7,7,0,7,7,0,7,0,0,7,1.0,0.0,0.0,1.0,0,-7,7,7,0,0,7,0,0,0,0,0.5967,0.0000,0.5902,0.3581,0.0000,0.0000,0.0000,0.0000,0.0000,0.5813,0.0000,0.5697,0.3312,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,0,0,NaN,0.0000,0,0,0.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,3863da93da761ac5bc7057400a0fc69fc67b0193,1383251422,1460,"Malcom/celeryctl.py","{""77"":0.9920159}","{""77"":0.99201596}",null,null,0.9920,0.9920,0.9920,0.0000,0.9920,0.9920,0.9920,0.9920,0.9920,0.9920,0.9920,0.9920,1.0000,1.0000,1.0000,1,"[77]",1,"[77]",false,false,false,false,0,0,1,188350,1,2,0,14,7,7,0,0,7,0,7,0,0,7,0.5,0.0,0.0,0.5,-7,-7,-7,0,0,0,0,7,-7,0,0,0.5974,0.0000,0.5926,0.3603,0.0000,0.0000,0.0000,0.0000,0.0000,0.5632,0.0001,0.5716,0.2895,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,5279694ad9a4fa6c701b374f8168ff9b2f5c8ccf,1443183476,1460,"Malcom/celeryctl.py","{""77"":0.061693262}","{""77"":0.061693262}",null,null,0.0617,0.0617,0.0617,0.0000,0.0617,0.0617,0.0617,0.0617,0.0617,0.0617,0.0617,0.0617,1.0000,1.0000,1.0000,0,"[]",0,"[]",false,false,false,false,0,0,2,60120404,1,2,0,7,7,7,0,0,0,0,0,7,0,7,0.0,1.0,0.0,1.0,0,7,0,-7,7,0,0,0,0,0,0,0.6230,0.0001,0.6500,0.3456,0.5967,0.0000,0.1477,11.9336,37.0277,0.5544,0.0001,0.5962,0.2041,0.5813,0.0000,0.0719,6.4589,26.4427,19.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,522.0511,-1.0000,-1.0000,-1.0000,-1.0000,522.0511,522.0511,522.0511,522.0511,false,false
yeti,5103c903c697e83f9f9280e9a801bcd017481c6d,1382289504,1459,"Malcom/auxiliary/toolbox.py","{""0"":1.0}","null",null,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,null,null,null,null,null,1.0000,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,true,0,1,0,0,1,1,0,392,392,477,85,597,512,198,392,0,0,392,1.0,0.0,0.0,1.0,85,-392,392,392,0,0,392,0,0,0,0,0.5790,0.0014,0.6032,0.3347,0.0000,0.0000,0.0000,0.0000,0.0000,0.5560,0.0015,0.5862,0.2921,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,db06798c268df00049661121088fe48770bf75e7,1382296543,1459,"Malcom/auxiliary/toolbox.py","{""0"":1.0}","{""0"":1.0}",1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,false,false,0,1,1,7039,1,1,0,784,392,477,85,205,512,198,392,0,0,392,0.5,0.0,0.0,0.5,-307,-392,6,0,0,0,0,386,0,-3,383,0.5959,0.0020,0.5929,0.3571,0.0000,0.0000,0.0000,0.0000,0.0000,0.5809,0.0022,0.5742,0.3268,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,b0b41cc18d94d84092cd6cd4a5f6ed83567e4264,1383411265,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.95432913}","{""0"":0.953042}",0.9530,0.9543,0.9543,0.9543,0.9543,0.0000,0.9543,0.9543,0.9530,0.9530,0.9530,0.9530,0.9530,0.9543,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,true,false,1,1,2,1121761,1,1,0,790,392,477,85,199,512,195,6,0,3,9,0.0075949365,0.0,0.0037974683,0.011392405,-313,-6,0,-386,0,3,-383,6,0,2,8,0.5972,0.0021,0.5932,0.3609,0.0000,0.0000,0.0000,0.0000,0.0000,0.5632,0.0030,0.5719,0.2901,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,8f33be7b84aef5a6770c04f127003e6398a9d292,1385497178,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.86366814}","{""0"":0.8634399}",0.8634,0.8637,0.8637,0.8637,0.8637,0.0000,0.8637,0.8637,0.8634,0.8634,0.8634,0.8634,0.8634,0.8637,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,1,1,3,3207674,1,1,0,790,392,477,85,199,512,194,0,0,1,1,0.0,0.0,0.0012658228,0.0012658228,-313,0,0,-6,0,-2,-8,0,0,0,0,0.5962,0.0020,0.5930,0.3579,0.0000,0.0000,0.0000,0.0000,0.0000,0.5639,0.0031,0.5575,0.2912,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,c26ddc9b9dbc97d4f311161a3545b869b153ac69,1386628698,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.8202715}","{""0"":0.81981987}",0.8198,0.8203,0.8203,0.8203,0.8203,0.0000,0.8203,0.8203,0.8198,0.8198,0.8198,0.8198,0.8198,0.8203,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,true,false,1,1,4,4339194,1,1,0,790,392,477,85,199,512,193,0,0,1,1,0.0,0.0,0.0012658228,0.0012658228,-313,0,0,0,0,0,0,0,0,0,0,0.5803,0.0022,0.5796,0.3296,0.5790,0.0014,0.5733,28.9525,82.9423,0.5515,0.0033,0.5216,0.2275,0.5560,0.0015,0.5505,27.8009,79.6435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,218ac73edb3521f51b7a7faa49b383dbf738990d,1391344153,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.6614871}","{""0"":0.6606363}",0.6606,0.6615,0.6615,0.6615,0.6615,0.0000,0.6615,0.6615,0.6606,0.6606,0.6606,0.6606,0.6606,0.6615,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,true,false,2,1,5,9054649,1,1,0,790,392,477,85,199,512,192,0,0,1,1,0.0,0.0,0.0012658228,0.0012658228,-313,0,1,0,0,0,0,-1,0,-1,-2,0.5641,0.0029,0.5753,0.2903,0.5790,0.0014,0.5733,28.9525,82.9423,0.8309,0.0009,0.8365,0.7501,0.5560,0.0015,0.5505,27.8009,79.6435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,88bde4bed44ec40191e512d7b7bf8de1aa6eb185,1400540207,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.4364585}","{""0"":0.43080056}",0.4308,0.4365,0.4365,0.4365,0.4365,0.0000,0.4365,0.4365,0.4308,0.4308,0.4308,0.4308,0.4308,0.4365,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,2,1,6,18250703,1,1,0,791,392,477,85,198,512,190,1,0,2,3,0.0012642225,0.0,0.002528445,0.0037926675,-314,-1,0,1,0,1,2,1,0,-13,-12,0.8745,0.0007,0.8619,0.6821,0.5790,0.0014,0.5733,28.9525,82.9423,0.8763,0.0005,0.8772,0.6377,1.3869,0.0024,1.0978,60.0776,169.4713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,459842184a370765d036ea0306d15aa3f6404951,1400713358,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.45434377}","{""0"":0.4329732}",0.4330,0.4543,0.4543,0.4543,0.4543,0.0000,0.4543,0.4543,0.4330,0.4330,0.4330,0.4330,0.4330,0.4543,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,false,false,2,1,7,18423854,1,1,0,791,392,477,85,198,512,175,0,0,15,15,0.0,0.0,0.018963337,0.018963337,-314,0,3,-1,0,13,12,-3,0,14,11,0.8740,0.0025,0.8640,0.6831,0.5790,0.0014,0.5733,28.9525,82.9423,0.8732,0.0031,0.8690,0.6155,1.3869,0.0024,1.0978,60.0776,169.4713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,7d4567c3078f75605a5bf193021734b1d00f2405,1405292353,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.37534034}","{""0"":0.36751294}",0.3675,0.3753,0.3753,0.3753,0.3753,0.0000,0.3753,0.3753,0.3675,0.3675,0.3675,0.3675,0.3675,0.3753,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,true,false,3,1,8,23002849,1,1,0,794,392,477,85,195,512,174,3,0,1,4,0.0037783375,0.0,0.0012594458,0.005037783,-317,-3,-2,3,0,-14,-11,3,-2,0,1,0.8599,0.0022,0.8365,0.6885,1.4536,0.0021,1.1525,63.0270,177.8116,0.8565,0.0022,0.8358,0.6806,2.2632,0.0030,1.4624,85.4126,240.9611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,845b4dc51fb4190e5f0ee5061f5de81130bda89a,1405341916,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.3721302}","{""0"":0.3752151}",0.3752,0.3721,0.3721,0.3721,0.3721,0.0000,0.3721,0.3721,0.3752,0.3752,0.3752,0.3752,0.3752,0.3721,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,3,1,9,23052412,1,1,0,792,392,477,85,195,510,173,0,2,1,3,0.0,0.0025252525,0.0012626263,0.003787879,-315,2,24,-3,2,0,-1,-28,-2,-22,-52,0.8587,0.0025,0.8369,0.6882,1.4536,0.0021,1.1525,63.0270,177.8116,0.8554,0.0025,0.8355,0.6798,2.2632,0.0030,1.4624,85.4126,240.9611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,50c9fa07f86137c36f300cb387900393e6bdf596,1405641119,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.45223275}","{""0"":0.36622617}",0.3662,0.4522,0.4522,0.4522,0.4522,0.0000,0.4522,0.4522,0.3662,0.3662,0.3662,0.3662,0.3662,0.4522,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,3,1,10,23351615,1,1,0,816,392,477,85,167,506,150,28,4,23,55,0.034313727,0.004901961,0.028186275,0.06740196,-339,-24,0,28,2,22,52,28,4,20,52,0.8568,0.0077,0.8388,0.6852,1.4536,0.0021,1.1525,63.0270,177.8116,0.8532,0.0080,0.8375,0.6750,2.2632,0.0030,1.4624,85.4126,240.9611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,efeb676562a1c1fab74010e20644b3f52b5f9f7d,1405720927,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.45111492}","{""0"":0.4511137}",0.4511,0.4511,0.4511,0.4511,0.4511,0.0000,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,true,false,3,1,11,23431423,1,1,0,816,392,477,85,167,506,147,0,0,3,3,0.0,0.0,0.0036764706,0.0036764706,-339,0,0,-28,-4,-20,-52,0,0,2,2,0.8567,0.0078,0.8404,0.6866,1.4536,0.0021,1.1525,63.0270,177.8116,0.8531,0.0081,0.8391,0.6760,2.2632,0.0030,1.4624,85.4126,240.9611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,da4c38e6621e9cdaab04df257a778abbaa6cc673,1412240010,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.33521986}","{""0"":0.3334998}",0.3335,0.3352,0.3352,0.3352,0.3352,0.0000,0.3352,0.3352,0.3335,0.3335,0.3335,0.3335,0.3335,0.3352,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,true,true,false,4,1,12,29950506,1,1,0,816,392,477,85,167,506,146,0,0,1,1,0.0,0.0,0.0012254902,0.0012254902,-339,0,1,0,0,-2,-2,-1,0,-3,-4,0.8518,0.0078,0.8269,0.6797,1.4536,0.0021,1.1525,63.0270,177.8116,0.7680,0.0160,0.7605,0.6453,3.1164,0.0111,1.6903,103.7605,296.0614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,98e6e1ffc0df50091f658e8e8a88ddb0b650e9ad,1412240546,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.34510577}","{""0"":0.33522028}",0.3352,0.3451,0.3451,0.3451,0.3451,0.0000,0.3451,0.3451,0.3352,0.3352,0.3352,0.3352,0.3352,0.3451,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,true,false,5,1,13,29951042,1,1,0,817,392,477,85,166,506,142,1,0,4,5,0.0012239902,0.0,0.004895961,0.006119951,-340,-1,47,1,0,3,4,-49,-3,2,-50,0.8517,0.0083,0.8270,0.6795,1.4536,0.0021,1.1525,63.0270,177.8116,0.7680,0.0172,0.7608,0.6447,3.1164,0.0111,1.6903,103.7605,296.0614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,65de3b7a2207b4a2a9e19a788adfb281ea34c940,1414341657,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.39295393}","{""0"":0.3134469}",0.3134,0.3930,0.3930,0.3930,0.3930,0.0000,0.3930,0.3930,0.3134,0.3134,0.3134,0.3134,0.3134,0.3930,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,5,1,14,32052153,1,1,0,864,392,477,85,116,503,140,50,3,2,55,0.05787037,0.0034722222,0.0023148148,0.06365741,-387,-47,7,49,3,-2,50,43,3,-2,44,0.8522,0.0131,0.8246,0.6807,1.4536,0.0021,1.1525,63.0270,177.8116,0.7212,0.0666,0.6484,0.6294,3.1164,0.0111,1.6903,103.7605,296.0614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,a39883ff3460dafa857e1a06add07d03cc3a43b9,1414364263,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.40206274}","{""0"":0.39227888}",0.3923,0.4021,0.4021,0.4021,0.4021,0.0000,0.4021,0.4021,0.3923,0.3923,0.3923,0.3923,0.3923,0.4021,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,5,1,15,32074759,1,1,0,871,392,477,85,109,503,136,7,0,4,11,0.008036739,0.0,0.0045924224,0.012629162,-394,-7,81,-43,-3,2,-44,-81,-7,-45,-133,0.8519,0.0140,0.8248,0.6797,1.4536,0.0021,1.1525,63.0270,177.8116,0.7245,0.0771,0.6530,0.6350,3.1164,0.0111,1.6903,103.7605,296.0614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,2ddd743e3601c0f678dec24f5452fed010b599f7,1414449094,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.5619042}","{""0"":0.40056863}",0.4006,0.5619,0.5619,0.5619,0.5619,0.0000,0.5619,0.5619,0.4006,0.4006,0.4006,0.4006,0.4006,0.5619,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,true,false,5,1,16,32159590,1,1,0,952,392,477,85,21,496,87,88,7,49,144,0.09243698,0.007352941,0.05147059,0.15126051,-475,-81,-1,81,7,45,133,88,6,47,141,0.8549,0.0156,0.8461,0.5332,1.4536,0.0021,1.1525,63.0270,177.8116,0.8386,0.0237,0.8558,0.1542,3.1164,0.0111,1.6903,103.7605,296.0614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,46f99e6953a69ab787e9eb36766bd43f31b89852,1414964180,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.5514731}","{""0"":0.54956377}",0.5496,0.5515,0.5515,0.5515,0.5515,0.0000,0.5515,0.5515,0.5496,0.5496,0.5496,0.5496,0.5496,0.5515,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,true,false,false,6,1,17,32674676,1,1,0,951,392,477,85,21,495,85,0,1,2,3,0.0,0.0010515247,0.0021030493,0.0031545742,-474,1,1,-88,-6,-47,-141,-1,1,-1,-1,0.8521,0.0156,0.8443,0.5292,1.4536,0.0021,1.1525,63.0270,177.8116,0.8251,0.0234,0.8543,0.1591,3.1164,0.0111,1.6903,103.7605,296.0614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,145c5787f70d71b433265a48ac69516035099cfd,1417285861,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.49723977}","{""0"":0.49492607}",0.4949,0.4972,0.4972,0.4972,0.4972,0.0000,0.4972,0.4972,0.4949,0.4949,0.4949,0.4949,0.4949,0.4972,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,true,false,false,7,1,18,34996357,1,1,0,952,392,477,85,20,495,82,1,0,3,4,0.0010504202,0.0,0.0031512605,0.004201681,-475,-1,2,1,-1,1,1,-4,-3,-13,-20,0.8253,0.0210,0.8165,0.4069,2.3102,0.0099,1.4721,86.4595,243.7623,0.8245,0.0232,0.8509,0.1872,3.9415,0.0345,1.8442,117.4879,341.2787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,e0eb74c8df5a35096c3ee79f1e8a283e5f66aeac,1417448844,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.5085621}","{""0"":0.49400127}",0.4940,0.5086,0.5086,0.5086,0.5086,0.0000,0.5086,0.5086,0.4940,0.4940,0.4940,0.4940,0.4940,0.5086,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,false,false,8,1,19,35159340,1,1,0,954,392,477,85,15,492,66,5,3,16,24,0.00524109,0.003144654,0.016771488,0.025157232,-477,-2,9,4,3,13,20,-4,3,-16,-17,0.8254,0.0228,0.8165,0.4050,2.3102,0.0099,1.4721,86.4595,243.7623,0.8243,0.0256,0.8507,0.1904,3.9415,0.0345,1.8442,117.4879,341.2787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,ef146125dc98693665eb988e23f04d772bf83d6b,1421844663,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.44225505}","{""0"":0.41466856}",0.4147,0.4423,0.4423,0.4423,0.4423,0.0000,0.4423,0.4423,0.4147,0.4147,0.4147,0.4147,0.4147,0.4423,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,8,1,20,39555159,1,1,0,963,392,477,85,6,492,34,9,0,32,41,0.009345794,0.0,0.033229493,0.042575285,-486,-9,-1,4,-3,16,17,9,-1,4,12,0.8186,0.0289,0.8509,0.2099,2.3102,0.0099,1.4721,86.4595,243.7623,0.8256,0.0303,0.8656,0.1538,3.9415,0.0345,1.8442,117.4879,341.2787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,ced2ffde99509c1add915899aa0f104e3232fc98,1429548226,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.33295444}","{""0"":0.30931023}",0.3093,0.3330,0.3330,0.3330,0.3330,0.0000,0.3330,0.3330,0.3093,0.3093,0.3093,0.3093,0.3093,0.3330,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,false,false,8,1,21,47258722,1,1,0,962,392,477,85,6,491,6,0,1,28,29,0.0,0.001039501,0.029106028,0.03014553,-485,1,2,-9,1,-4,-12,-2,1,27,26,0.6913,0.0083,0.7310,0.4495,2.3102,0.0099,1.4721,86.4595,243.7623,0.5963,0.0023,0.6155,0.4516,4.7658,0.0601,1.9793,129.3662,383.6475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,af388aef681f1a620a39da32bcf7b5c1609233e2,1433776619,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.27900425}","{""0"":0.27393866}",0.2739,0.2790,0.2790,0.2790,0.2790,0.0000,0.2790,0.2790,0.2739,0.2739,0.2739,0.2739,0.2739,0.2790,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,false,false,9,1,22,51487115,1,1,0,964,392,477,85,4,491,5,2,0,1,3,0.002074689,0.0,0.0010373445,0.0031120332,-487,-2,0,2,-1,-27,-26,2,0,0,2,0.6722,0.0017,0.6945,0.5232,3.1356,0.0328,1.6732,103.2705,294.8774,0.7234,0.0018,0.6866,0.5442,5.3621,0.0624,1.8711,128.4081,390.8275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,e214c25856bbc0db906ea05e2f134e60d4d0a135,1433776825,1459,"Malcom/auxiliary/toolbox.py","{""0"":0.27997452}","{""0"":0.2790061}",0.2790,0.2800,0.2800,0.2800,0.2800,0.0000,0.2800,0.2800,0.2790,0.2790,0.2790,0.2790,0.2790,0.2800,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,9,1,23,51487321,1,1,0,964,392,477,85,4,491,4,0,0,1,1,0.0,0.0,0.0010373445,0.0010373445,-487,0,2,-2,0,0,-2,-2,0,-1,-3,0.6721,0.0017,0.6945,0.5227,3.1356,0.0328,1.6732,103.2705,294.8774,0.7231,0.0019,0.6866,0.5433,5.3621,0.0624,1.8711,128.4081,390.8275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
